image_url,type,description,model_no,product_link
https://www.lg.com/us/images/styler-steam-closet/md07521222/Basic_450.jpg,steam closet,"LG STUDIO
Mirror Finish Styler
Large Capacity
ThinQ® Technology",S5MSB,https://www.lg.com/us/styler/lg-s5msb-styler
"https://www.subzero-wolf.com/media/images/united-states/widen/product-heroes/lg_-rmd_2027_071218_frajni.jpg?h=875&width=2000&udi=1&cropregion=0,875,4000,2625",freezer,"Sub-Zero
36 Inch Freezer Column with Ice Maker
Panel Ready
Wi-Fi Enabled",DEC3650FI,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/integrated-fridges/36-inch-integrated-column-freezer-ice-maker-panel-ready
https://www.subzero-wolf.com/-/media/images/united-states/dynamic-images/dec3650rid/dec3650rid.png,refrigerator,"Sub-Zero
36"" Designer Column Refrigerator with Internal Dispenser - Panel Ready
Wi-Fi Enabled",DEC3650RID,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/integrated-fridges/36-inch-integrated-column-refrigerator-internal-dispenser-panel-ready
"https://www.subzero-wolf.com/-/media/images/united-states/widen/product-heroes/med_tc_121018_6.jpg?h=875&width=2000&udi=1&cropregion=0,970,5000,3155",induction cooktop,"Wolf
36"" Contemporary Induction Cooktop
Black ceramic glass surface",CI36560C/B,https://www.subzero-wolf.com/wolf/cooktops-and-rangetops/induction-cooktops/36-inch-contemporary-induction-cooktop
https://www.subzero-wolf.com/-/media/images/united-states/dynamic-images/dw2451/dw2451.png,dishwasher,"Cove
24"" Dishwasher - Panel Ready
Panel Ready Design
Wi-Fi Enabled",DW2451,https://www.subzero-wolf.com/cove/dishwashers/24-inch-dishwasher-panel-ready
"https://www.subzero-wolf.com/-/media/images/united-states/widen/web-2/2027_wolf_kitchen03_final_cmyk.jpg?h=875&width=2000&udi=1&cropregion=0,780,5000,2970",microwave oven,"Wolf
24"" Standard Microwave Oven
Black Glass Design",MS24,https://www.subzero-wolf.com/wolf/microwave-ovens/24-inch-standard-microwave-oven
"https://www.subzero-wolf.com/-/media/images/united-states/widen/web-2/md_cso30pm_mdd30pm_wwd30_gr486c_pw482418_lt_slg_frajni_080218.jpg?h=875&width=2000&udi=1&cropregion=1000,0,5000,1750",range hood,"Wolf
48"" Pro Wall Hood - 24"" Depth
Stainless Steel",PW482418,https://www.subzero-wolf.com/wolf/range-hood/46-inch-pro-hood-liner-22-inch-depth
"https://www.subzero-wolf.com/-/media/images/united-states/widen/frames/it-36ciid_do30cm_ci304c_vi45g.jpg?h=875&width=2000&udi=1&cropregion=300,787,4582,2660",oven,"Wolf
M Series Contemporary Built-In Double Oven
Black Glass
Wi-Fi Enabled",DO3050CM/B,https://www.subzero-wolf.com/wolf/ovens/m-series/30-inch-m-series-contemporary-built-in-double-oven
"https://www.subzero-wolf.com/-/media/images/united-states/widen/product-heroes/it-30c_pair_iw-30r.jpg?h=875&width=2000&udi=1&cropregion=0,950,5000,3140",refrigerator,"Sub-Zero
30"" Designer Over-and-Under Refrigerator/Freezer with Ice Maker and Internal Dispenser - Panel Ready
Wi-Fi Enabled",DET3050CIID,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/integrated-fridges/30-inch-integrated-over-under-refrigerator-freezer-ice-maker-internal-dispenser-panel-ready
https://true-residential.com/wp-content/uploads/2019/12/24_Wine_Dual_Undercounter_Overlay_Glass_Right_2021-1.png,wine cabinet,"True Residential
24″ Dual Zone Wine Cabinet
Overlay Glass",TWC-24DZ-R-OG-C,https://true-residential.com/products/24-dual-zone-wine-cabinet-overlay-glass/
https://true-residential.com/wp-content/uploads/2019/11/24_BC_Undercounter_Overlay_Glass_Right_2021.png,beverage center,"True Residential
24″ Beverage Center Overlay Glass
Overlay Glass
5.8 cu. ft. capacity",TBC-24-R-OG-C,https://true-residential.com/products/beverage-center/
https://true-residential.com/wp-content/uploads/2019/12/15_Undercounter_Overlay_Panel_2021.png,ice machine,"True Residential
15″ Clear Ice Machine Overlay Panel
Solid Stainless
Right Hinge",TUI-15-R-OP-D,https://true-residential.com/products/15-clear-ice-machine-overlay-panel/
"https://www.subzero-wolf.com/-/media/images/united-states/widen/web-2/003_lg_slg_92817.jpg?h=875&width=2000&udi=1&cropregion=435,600,4435,2350",refrigerator/freezer,"Sub-Zero
36"" Designer Over-and-Under Refrigerator/Freezer with Ice Maker and Internal Dispenser - Panel Ready
Wi-Fi Enabled",DET3650CIID,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/integrated-fridges/36-inch-integrated-over-under-refrigerator-freezer-internal-dispenser-ice-maker-panel-ready
"https://www.subzero-wolf.com/-/media/images/united-states/widen/web-2/lg_tc_071816_3_frajni.jpg?h=614&width=1006&udi=1&cropregion=1005,655,3020,1885",range hood,"Wolf
45"" Cooktop Wall Hood
Black",VW45B,https://www.subzero-wolf.com/wolf/range-hood/45-inch-cooktop-wall-hood-black
"https://www.subzero-wolf.com/-/media/images/united-states/widen/web-2/md_cso30pm_mdd30pm_wwd30_gr486c_pw482418_lt_slg_frajni_080218.jpg?h=875&width=2000&udi=1&cropregion=1000,0,5000,1750",range hood,"Wolf
48"" Pro Wall Hood - 24"" Depth
Stainless Steel",PW482418,https://www.subzero-wolf.com/wolf/range-hood/46-inch-pro-hood-liner-22-inch-depth
"https://www.subzero-wolf.com/-/media/images/united-states/widen/kdc-kitchens/approved_install_gjesdahl_lg_kdc_15-16_81717_2_primary.jpg?h=875&width=2000&udi=1&cropregion=473,1719,4471,3469",grill,"Wolf
42"" Outdoor Gas Grill
Stainless Steel
Powerful 25,000 Btu infrared sear zone",OG42,https://www.subzero-wolf.com/wolf/grill/42-inch-outdoor-gas-grill
https://biggreenegg.com/cdn/shop/files/topimage-2019-19061-eggs-800x800-large_151c0f12-8893-4cf1-9ab3-2a6d85f8c05f.png?crop=center&height=800&v=1743004250&width=800,grill,"Big Green Egg
Large
Versatile and high-performance grilling",,https://biggreenegg.com/product/large-big-green-egg/
https://fireorb.net/wp-content/uploads/2024/09/logo.png,fireplace,"Fireorb
Fireorb
Black",,https://fireorb.net/photos/
,,FETCH_FAILED: Status 404 - Page not found,,
,,FETCH_FAILED: Status 404 - Page not found,,
,,FETCH_FAILED: Status 404 - Page not found,,
,,FETCH_FAILED: Status 404 - Page not found,,
